OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
ARHGEF11,PLXNB2,Two-hybrid
RND1,PLXNB2,Two-hybrid
LSM1,GRHPR,Two-hybrid
COPG1,COPG2,Two-hybrid
VPS37C,HGS,Two-hybrid
GNA13,AKAP3,Two-hybrid
GRAP2,GAB1,Two-hybrid
GRAP2,CCNDBP1,Two-hybrid
ANAPC5,PABPC1,Two-hybrid
ITGAE,EED,Two-hybrid
TOM1,TOLLIP,Two-hybrid
TTF2,TNIP1,Two-hybrid
TTF2,DCP1A,Two-hybrid
TTF2,PDCD6IP,Two-hybrid
TTF2,PRDX4,Two-hybrid
TTF2,CLPB,Two-hybrid
TTF2,TACC3,Two-hybrid
STK16,NAGK,Two-hybrid
NCKAP1,ABI1,Two-hybrid
GADD45G,GADD45GIP1,Two-hybrid
PACSIN2,PACSIN3,Two-hybrid
UNC13B,SPTBN2,Two-hybrid
KCNJ1,SLC9A3R1,Two-hybrid
ARHGEF7,SHANK1,Two-hybrid
UPF3A,GSK3B,Two-hybrid
NBL1,UBQLN1,Two-hybrid
UBQLN1,P4HB,Two-hybrid
TARBP2,TARBP2,Two-hybrid
EEA1,RAB22A,Two-hybrid
URI1,DMAP1,Two-hybrid
CNKSR1,RASSF1,Two-hybrid
PARP4,MVP,Two-hybrid
PARP4,MVP,Two-hybrid
FHL5,FHL5,Two-hybrid
EED,HDAC2,Two-hybrid
DISC1,FEZ1,Two-hybrid
MCL1,BOK,Two-hybrid
SNX9,ADAM15,Two-hybrid
RNF216,TLR9,Two-hybrid
RAB11FIP4,RAB11A,Two-hybrid
UPF3A,IFITM2,Two-hybrid
TRIM10,TRIM10,Two-hybrid
RHOQ,GOPC,Two-hybrid
RHOQ,EXOC7,Two-hybrid
PBLD,STRAP,Two-hybrid
XRN2,TOLLIP,Two-hybrid
ABI3,ABI3BP,Two-hybrid
PINX1,MCRS1,Two-hybrid
PRDX4,PRDX4,Two-hybrid
PACSIN1,PACSIN3,Two-hybrid
PACSIN1,PACSIN1,Two-hybrid
TXNIP,ZBTB32,Two-hybrid
CSPG5,GOPC,Two-hybrid
ASIC3,GOPC,Two-hybrid
ZMYND8,FHOD1,Two-hybrid
HSH2D,TNK2,Two-hybrid
IPO13,PAX6,Two-hybrid
PLCB1,TRPM7,Two-hybrid
OSTM1,RGS17,Two-hybrid
OSTM1,RGS20,Two-hybrid
ORC6,CDC7,Two-hybrid
AP4E1,AP4B1,Two-hybrid
CENPK,SOX6,Two-hybrid
LSM1,VPS11,Two-hybrid
LSM1,EXOSC8,Two-hybrid
LSM1,EXOSC6,Two-hybrid
LSM1,N4BP1,Two-hybrid
LSM1,LSM2,Two-hybrid
LSM2,LSM8,Two-hybrid
LSM2,LSM3,Two-hybrid
LSM2,LSM7,Two-hybrid
LSM3,LSM7,Two-hybrid
LSM3,XRN2,Two-hybrid
LSM3,LSM10,Two-hybrid
LSM4,XRN1,Two-hybrid
LSM6,MCRS1,Two-hybrid
LSM6,POLD2,Two-hybrid
LSM7,EXOSC8,Two-hybrid
LSM7,RAB29,Two-hybrid
LSM7,EXOSC6,Two-hybrid
LSM8,COL23A1,Two-hybrid
LSM8,DBF4,Two-hybrid
LSM8,KCTD3,Two-hybrid
LSM8,EXOSC6,Two-hybrid
LSM8,DCP1A,Two-hybrid
LSM8,THUMPD3,Two-hybrid
AIRE,AIRE,Two-hybrid
ECT2,PARD6A,Two-hybrid
LRPPRC,MAP1S,Two-hybrid
LRPPRC,CECR2,Two-hybrid
LRPPRC,HEBP2,Two-hybrid
HSPB8,HSPB1,Two-hybrid
XRN1,CCT5,Two-hybrid
THEG,CCT5,Two-hybrid
PPFIA1,GIT1,Two-hybrid
SYNCRIP,PTPN11,Two-hybrid
RARA,NRBF2,Two-hybrid
RARA,ZBTB16,Two-hybrid
MECR,RARA,Two-hybrid
UFD1L,NPLOC4,Two-hybrid
TRIB3,ATF4,Two-hybrid
NPAS4,ARNT2,Two-hybrid
PARN,SPATC1L,Two-hybrid
EXOSC5,SFPQ,Two-hybrid
THRB,NCOA2,Two-hybrid
NRBF2,THRB,Two-hybrid
GFI1,PIAS3,Two-hybrid
NEDD9,ITCH,Two-hybrid
TGS1,EED,Two-hybrid
DHDDS,ND1,Two-hybrid
MYCBP,MYCBPAP,Two-hybrid
LOXL1,FBLN5,Two-hybrid
MT2A,PRKD1,Two-hybrid
PRKG1,NPR1,Two-hybrid
SRC,ND2,Two-hybrid
RNF11,EPS15,Two-hybrid
KCNJ1,SLC9A3R2,Two-hybrid
KCNG2,KCNB1,Two-hybrid
DIO2,USP33,Two-hybrid
UBE2I,CHD3,Two-hybrid
TOPORS,UBE2I,Two-hybrid
PER1,CRY1,Two-hybrid
PER2,CRY1,Two-hybrid
ARNTL,CRY1,Two-hybrid
THAP1,PAWR,Two-hybrid
SERBP1,CHD3,Two-hybrid
HSF1,SYMPK,Two-hybrid
DTNB,KIF5A,Two-hybrid
MCM4,CDC7,Two-hybrid
GNB2L1,NSMAF,Two-hybrid
RBBP8,LMO4,Two-hybrid
CCNE1,CUL3,Two-hybrid
FKBP2,EPB41L2,Two-hybrid
GRIA1,EPB41L2,Two-hybrid
PDZD2,CTNND2,Two-hybrid
GNG5,GNB5,Two-hybrid
GNG4,GNB5,Two-hybrid
GNG3,GNB5,Two-hybrid
GNB5,GNG7,Two-hybrid
ARL6,ARL6IP5,Two-hybrid
PIKFYVE,RABEPK,Two-hybrid
ARF3,GGA2,Two-hybrid
SORT1,GGA2,Two-hybrid
EXOSC6,EXOSC8,Two-hybrid
EXOSC6,EXOSC7,Two-hybrid
ZNF496,NSD1,Two-hybrid
MPP6,ARHGAP18,Two-hybrid
MPP6,KNSTRN,Two-hybrid
MPP6,EXOSC10,Two-hybrid
MPP6,SNX9,Two-hybrid
MPP6,SKIV2L2,Two-hybrid
MPP6,AATF,Two-hybrid
PUM2,PUM2,Two-hybrid
PUM2,NANOS1,Two-hybrid
ARL6,ARL6IP4,Two-hybrid
ARL6,ARL6IP1,Two-hybrid
POLR1C,POLR1D,Two-hybrid
DNAJA3,RNF34,Two-hybrid
SYNE1,SYNE1,Two-hybrid
ING4,RELA,Two-hybrid
COPG1,COPZ1,Two-hybrid
COPG1,COPZ2,Two-hybrid
LRRC7,CNKSR2,Two-hybrid
EXOC8,EXOC2,Two-hybrid
ASIC3,LIN7B,Two-hybrid
TCP10L,MXD4,Two-hybrid
RND1,UBXN11,Two-hybrid
EXOSC6,DNAJC30,Two-hybrid
DXO,XRN2,Two-hybrid
UPF2,XRN2,Two-hybrid
ZHX1,ZHX3,Two-hybrid
MAPKAPK2,PHC2,Two-hybrid
CDC7,DBF4,Two-hybrid
ARPC5,ARPC4,Two-hybrid
CDC7,DBF4,Two-hybrid
ZHX1,ZHX1,Two-hybrid
MYPN,NEBL,Two-hybrid
NIF3L1,THOC7,Two-hybrid
GGA3,TSG101,Two-hybrid
PHACTR3,PPP1CA,Two-hybrid
ARL6,ATL2,Two-hybrid
ARL6,ARL6IP6,Two-hybrid
ARID1B,SMARCA4,Two-hybrid
PRPF6,TXNL4B,Two-hybrid
PPFIA1,ERC2,Two-hybrid
ERC2,PPFIA4,Two-hybrid
EVL,DNMBP,Two-hybrid
VPS37A,VPS28,Two-hybrid
PKD2L1,TNNI3,Two-hybrid
TNNI3K,TNNI3,Two-hybrid
ECT2,KLHL20,Two-hybrid
TAF13,TAF10,Two-hybrid
EXOSC6,EXOSC1,Two-hybrid
CDK14,8-Sep,Two-hybrid
TLK1,ASF1A,Two-hybrid
TLK1,ASF1B,Two-hybrid
ANKRD23,MYPN,Two-hybrid
GOLGA7,GOLGA3,Two-hybrid
CDHR2,MAST2,Two-hybrid
SMAD2,Rasd2,Affinity Capture-Luminescence
SMAD2,Rab34,Affinity Capture-Luminescence
SMAD2,Rhebl1,Affinity Capture-Luminescence
SMAD2,Rab38,Affinity Capture-Luminescence
SMAD2,Rhobtb1,Affinity Capture-Luminescence
SMAD2,Arhgef7,Affinity Capture-Luminescence
SMAD2,Rps27a,Affinity Capture-Luminescence
SMAD2,Fbxo3,Affinity Capture-Luminescence
SMAD2,Sqstm1,Affinity Capture-Luminescence
SMAD2,Ppp2r2d,Affinity Capture-Luminescence
SMAD2,Map2k3,Affinity Capture-Luminescence
SMAD2,Nuak2,Affinity Capture-Luminescence
SMAD2,Uhmk1,Affinity Capture-Luminescence
SMAD2,Arhgef6,Affinity Capture-Luminescence
SMAD2,Rgs3,Affinity Capture-Luminescence
SMAD2,Lhx9,Affinity Capture-Luminescence
SMAD2,Trim35,Affinity Capture-Luminescence
SMAD2,Wwp2,Affinity Capture-Luminescence
SMAD2,Rhoj,Affinity Capture-Luminescence
SMAD2,Rhod,Affinity Capture-Luminescence
SMAD2,Arl4d,Affinity Capture-Luminescence
SMAD2,Arhgef1,Affinity Capture-Luminescence
SMAD2,Cdc40,Affinity Capture-Luminescence
SMAD2,Irak2,Affinity Capture-Luminescence
SMAD2,Lmo2,Affinity Capture-Luminescence
SMAD2,Smad2,Affinity Capture-Luminescence
SMAD2,Smad3,Affinity Capture-Luminescence
SMAD3,Rras2,Affinity Capture-Luminescence
SMAD3,Arhgef7,Affinity Capture-Luminescence
SMAD3,Ppp2r2d,Affinity Capture-Luminescence
SMAD3,Wwp2,Affinity Capture-Luminescence
SMAD3,Rasd2,Affinity Capture-Luminescence
SMAD3,Rab38,Affinity Capture-Luminescence
SMAD3,Fbxo3,Affinity Capture-Luminescence
SMAD3,Sqstm1,Affinity Capture-Luminescence
SMAD3,Map2k3,Affinity Capture-Luminescence
SMAD3,Wee1,Affinity Capture-Luminescence
SMAD3,Arhgef6,Affinity Capture-Luminescence
SMAD3,Rgs3,Affinity Capture-Luminescence
SMAD3,Trim35,Affinity Capture-Luminescence
SMAD3,Clasrp,Affinity Capture-Luminescence
SMAD3,Smad2,Affinity Capture-Luminescence
SMAD3,Smad3,Affinity Capture-Luminescence
SMAD3,Gsc,Affinity Capture-Luminescence
SMAD4,Rhog,Affinity Capture-Luminescence
SMAD4,Rasd2,Affinity Capture-Luminescence
SMAD4,Rab13,Affinity Capture-Luminescence
SMAD4,Rhoj,Affinity Capture-Luminescence
SMAD4,Rab2b,Affinity Capture-Luminescence
SMAD4,Rhod,Affinity Capture-Luminescence
SMAD4,Rac2,Affinity Capture-Luminescence
SMAD4,Nras,Affinity Capture-Luminescence
SMAD4,Rab3b,Affinity Capture-Luminescence
SMAD4,Rab38,Affinity Capture-Luminescence
SMAD4,Rras2,Affinity Capture-Luminescence
SMAD4,Arfrp1,Affinity Capture-Luminescence
SMAD4,Arl5b,Affinity Capture-Luminescence
SMAD4,Arhgef11,Affinity Capture-Luminescence
SMAD4,Arhgef7,Affinity Capture-Luminescence
SMAD4,Sqstm1,Affinity Capture-Luminescence
SMAD4,Nek6,Affinity Capture-Luminescence
SMAD4,Stk35,Affinity Capture-Luminescence
SMAD4,Ripk2,Affinity Capture-Luminescence
SMAD4,Map2k3,Affinity Capture-Luminescence
SMAD4,Chek1,Affinity Capture-Luminescence
SMAD4,Eif2ak4,Affinity Capture-Luminescence
SMAD4,Nuak2,Affinity Capture-Luminescence
SMAD4,Tssk3,Affinity Capture-Luminescence
SMAD4,Pbk,Affinity Capture-Luminescence
SMAD4,Uhmk1,Affinity Capture-Luminescence
SMAD4,Plk4,Affinity Capture-Luminescence
SMAD4,Ilkap,Affinity Capture-Luminescence
SMAD4,Trim35,Affinity Capture-Luminescence
SMAD4,Rnf14,Affinity Capture-Luminescence
SMAD4,Rnf138,Affinity Capture-Luminescence
SMAD4,Smad1,Affinity Capture-Luminescence
SMAD4,Smad3,Affinity Capture-Luminescence
SMAD4,Stat1,Affinity Capture-Luminescence
SMAD4,Ocln,Affinity Capture-Luminescence
SMAD4,Hdgf,Affinity Capture-Luminescence
SMAD4,Rab34,Affinity Capture-Luminescence
SMAD4,Ubb,Affinity Capture-Luminescence
SMAD4,Rps27a,Affinity Capture-Luminescence
SMAD4,Itk,Affinity Capture-Luminescence
SMAD4,Ap2b1,Affinity Capture-Luminescence
SMAD4,Rsph14,Affinity Capture-Luminescence
SMAD4,Smad2,Affinity Capture-Luminescence
SMAD4,Apbb2,Affinity Capture-Luminescence
SMAD7,Wwp2,Affinity Capture-Luminescence
TGFBR1,Nkiras1,Affinity Capture-Luminescence
TGFBR1,Rasd2,Affinity Capture-Luminescence
TGFBR1,Rab13,Affinity Capture-Luminescence
TGFBR1,Rab33b,Affinity Capture-Luminescence
TGFBR1,Rhebl1,Affinity Capture-Luminescence
TGFBR1,Rab6b,Affinity Capture-Luminescence
TGFBR1,Rhod,Affinity Capture-Luminescence
TGFBR1,Rab3b,Affinity Capture-Luminescence
TGFBR1,Rab38,Affinity Capture-Luminescence
TGFBR1,Rhobtb1,Affinity Capture-Luminescence
TGFBR1,Arl4d,Affinity Capture-Luminescence
TGFBR1,Git2,Affinity Capture-Luminescence
TGFBR1,Gna13,Affinity Capture-Luminescence
TGFBR1,Arhgap31,Affinity Capture-Luminescence
TGFBR1,Chn2,Affinity Capture-Luminescence
TGFBR1,Bcr,Affinity Capture-Luminescence
TGFBR1,Chn1,Affinity Capture-Luminescence
TGFBR1,Fbxl12,Affinity Capture-Luminescence
TGFBR1,Atg16l1,Affinity Capture-Luminescence
TGFBR1,Prpf4,Affinity Capture-Luminescence
TGFBR1,Cdc20,Affinity Capture-Luminescence
TGFBR1,Katnb1,Affinity Capture-Luminescence
TGFBR1,Nup37,Affinity Capture-Luminescence
TGFBR1,Gnb3,Affinity Capture-Luminescence
TGFBR1,Wsb1,Affinity Capture-Luminescence
TGFBR1,Preb,Affinity Capture-Luminescence
TGFBR1,Wdr13,Affinity Capture-Luminescence
TGFBR1,Wdr61,Affinity Capture-Luminescence
TGFBR1,Gnb2,Affinity Capture-Luminescence
TGFBR1,Fbxw5,Affinity Capture-Luminescence
TGFBR1,Csnk2a2,Affinity Capture-Luminescence
TGFBR1,Cdkl1,Affinity Capture-Luminescence
TGFBR1,Nek6,Affinity Capture-Luminescence
TGFBR1,Stk35,Affinity Capture-Luminescence
TGFBR1,Tssk5,Affinity Capture-Luminescence
TGFBR1,Mknk2,Affinity Capture-Luminescence
TGFBR1,Aurkb,Affinity Capture-Luminescence
TGFBR1,Map2k3,Affinity Capture-Luminescence
TGFBR1,Ikbkb,Affinity Capture-Luminescence
TGFBR1,Cdk4,Affinity Capture-Luminescence
TGFBR1,Eif2ak4,Affinity Capture-Luminescence
TGFBR1,Dapk2,Affinity Capture-Luminescence
TGFBR1,Csnk1d,Affinity Capture-Luminescence
TGFBR1,Nuak2,Affinity Capture-Luminescence
TGFBR1,Tssk3,Affinity Capture-Luminescence
TGFBR1,Fancl,Affinity Capture-Luminescence
TGFBR1,Uhmk1,Affinity Capture-Luminescence
TGFBR1,Nek8,Affinity Capture-Luminescence
TGFBR1,Csnk1a1,Affinity Capture-Luminescence
TGFBR1,Eif2ak1,Affinity Capture-Luminescence
TGFBR1,Cdk14,Affinity Capture-Luminescence
TGFBR1,Cdk17,Affinity Capture-Luminescence
TGFBR1,Chuk,Affinity Capture-Luminescence
TGFBR1,Cdk6,Affinity Capture-Luminescence
TGFBR1,Tgfbr1,Affinity Capture-Luminescence
TGFBR1,Bmpr2,Affinity Capture-Luminescence
TGFBR1,Stub1,Affinity Capture-Luminescence
TGFBR1,Ttc1,Affinity Capture-Luminescence
TGFBR1,Enc1,Affinity Capture-Luminescence
TGFBR1,Btbd2,Affinity Capture-Luminescence
TGFBR1,Klhl1,Affinity Capture-Luminescence
TGFBR1,Skap2,Affinity Capture-Luminescence
TGFBR1,Itk,Affinity Capture-Luminescence
TGFBR1,Sntg1,Affinity Capture-Luminescence
TGFBR1,Plek,Affinity Capture-Luminescence
TGFBR1,Plekhb1,Affinity Capture-Luminescence
TGFBR1,Arhgap15,Affinity Capture-Luminescence
TGFBR1,Arhgef6,Affinity Capture-Luminescence
TGFBR1,Pard6a,Affinity Capture-Luminescence
TGFBR1,Dusp10,Affinity Capture-Luminescence
TGFBR1,Dusp6,Affinity Capture-Luminescence
TGFBR1,Ilkap,Affinity Capture-Luminescence
TGFBR1,Ppp3cc,Affinity Capture-Luminescence
TGFBR1,Ppp1ca,Affinity Capture-Luminescence
TGFBR1,Ppp6c,Affinity Capture-Luminescence
TGFBR1,Rnf130,Affinity Capture-Luminescence
TGFBR1,Rnf138,Affinity Capture-Luminescence
TGFBR1,Noxo1,Affinity Capture-Luminescence
TGFBR1,Naa20,Affinity Capture-Luminescence
TGFBR1,Samd8,Affinity Capture-Luminescence
TGFBR1,Fkbp1b,Affinity Capture-Luminescence
TGFBR1,Fkbp1a,Affinity Capture-Luminescence
TGFBR1,Irf7,Affinity Capture-Luminescence
TGFBR1,Efna1,Affinity Capture-Luminescence
TGFBR1,Rhpn2,Affinity Capture-Luminescence
TGFBR1,Rtkn,Affinity Capture-Luminescence
TGFBR1,Cdc42ep4,Affinity Capture-Luminescence
TGFBR1,Stx8,Affinity Capture-Luminescence
TGFBR1,Rgs19,Affinity Capture-Luminescence
TGFBR1,Rrh,Affinity Capture-Luminescence
TGFBR1,Ocln,Affinity Capture-Luminescence
TGFBR1,Rhoa,Affinity Capture-Luminescence
TGFBR1,Rhoh,Affinity Capture-Luminescence
TGFBR1,Rhoj,Affinity Capture-Luminescence
TGFBR1,Rab34,Affinity Capture-Luminescence
TGFBR1,Ubb,Affinity Capture-Luminescence
TGFBR1,Rps27a,Affinity Capture-Luminescence
TGFBR1,Ubd,Affinity Capture-Luminescence
TGFBR1,Usp45,Affinity Capture-Luminescence
TGFBR1,Usp21,Affinity Capture-Luminescence
TGFBR1,Ube2e3,Affinity Capture-Luminescence
TGFBR1,Fbxo3,Affinity Capture-Luminescence
TGFBR1,Fbxo34,Affinity Capture-Luminescence
TGFBR1,Fbxo24,Affinity Capture-Luminescence
TGFBR1,Cul5,Affinity Capture-Luminescence
TGFBR1,Anapc5,Affinity Capture-Luminescence
TGFBR1,Wwp2,Affinity Capture-Luminescence
TGFBR1,Smad7,Affinity Capture-Luminescence
TGFBR1,Stat1,Affinity Capture-Luminescence
ACVR1,Rab17,Affinity Capture-Luminescence
ACVR1,Rhoj,Affinity Capture-Luminescence
ACVR1,Rab33b,Affinity Capture-Luminescence
ACVR1,Rhod,Affinity Capture-Luminescence
ACVR1,Nras,Affinity Capture-Luminescence
ACVR1,Rab3b,Affinity Capture-Luminescence
ACVR1,Rras2,Affinity Capture-Luminescence
ACVR1,Chn1,Affinity Capture-Luminescence
ACVR1,Rps27a,Affinity Capture-Luminescence
ACVR1,Sqstm1,Affinity Capture-Luminescence
ACVR1,Tgfbr1,Affinity Capture-Luminescence
ACVR1,Plek,Affinity Capture-Luminescence
ACVR1,Plekhb1,Affinity Capture-Luminescence
ACVR1,Ajuba,Affinity Capture-Luminescence
ACVR1,Fkbp4,Affinity Capture-Luminescence
ACVR1,Nkiras1,Affinity Capture-Luminescence
ACVR1,Rasd2,Affinity Capture-Luminescence
ACVR1,Rab6b,Affinity Capture-Luminescence
ACVR1,Rhobtb1,Affinity Capture-Luminescence
ACVR1,Usp39,Affinity Capture-Luminescence
ACVR1,Usp21,Affinity Capture-Luminescence
ACVR1,Ube2e3,Affinity Capture-Luminescence
ACVR1,Ube2r2,Affinity Capture-Luminescence
ACVR1,Fbxo3,Affinity Capture-Luminescence
ACVR1,Wdr61,Affinity Capture-Luminescence
ACVR1,Ikbkb,Affinity Capture-Luminescence
ACVR1,Nuak2,Affinity Capture-Luminescence
ACVR1,Fancl,Affinity Capture-Luminescence
ACVR1,Uhmk1,Affinity Capture-Luminescence
ACVR1,Cdk14,Affinity Capture-Luminescence
ACVR1,Fgd6,Affinity Capture-Luminescence
ACVR1,Ilkap,Affinity Capture-Luminescence
ACVR1,Naa20,Affinity Capture-Luminescence
ACVR1,Ap2b1,Affinity Capture-Luminescence
ACVR1,Stat1,Affinity Capture-Luminescence
ACVR1,Stx8,Affinity Capture-Luminescence
ACVR1,Rhebl1,Affinity Capture-Luminescence
BMPR1B,Nkiras1,Affinity Capture-Luminescence
BMPR1B,Rhebl1,Affinity Capture-Luminescence
BMPR1B,Rhod,Affinity Capture-Luminescence
BMPR1B,Rab6b,Affinity Capture-Luminescence
BMPR1B,Rab38,Affinity Capture-Luminescence
BMPR1B,Rhobtb1,Affinity Capture-Luminescence
BMPR1B,Rps27a,Affinity Capture-Luminescence
BMPR1B,Fbxo3,Affinity Capture-Luminescence
BMPR1B,Sqstm1,Affinity Capture-Luminescence
BMPR1B,Dcaf7,Affinity Capture-Luminescence
BMPR1B,Mknk2,Affinity Capture-Luminescence
BMPR1B,Map2k3,Affinity Capture-Luminescence
BMPR1B,Fancl,Affinity Capture-Luminescence
BMPR1B,Tgfbr1,Affinity Capture-Luminescence
BMPR1B,Lztr1,Affinity Capture-Luminescence
BMPR1B,Plekhb1,Affinity Capture-Luminescence
BMPR1B,Fkbp1b,Affinity Capture-Luminescence
BMPR1B,Fkbp1a,Affinity Capture-Luminescence
BMPR1B,Irf7,Affinity Capture-Luminescence
BMPR1B,Rhoj,Affinity Capture-Luminescence
BMPR1B,Rras2,Affinity Capture-Luminescence
BMPR1B,Fbxo34,Affinity Capture-Luminescence
BMPR1B,Stk35,Affinity Capture-Luminescence
BMPR1B,Cdk14,Affinity Capture-Luminescence
BMPR1B,Ilkap,Affinity Capture-Luminescence
BMPR1B,Ppp3cc,Affinity Capture-Luminescence
BMPR1B,Srgap1,Affinity Capture-Luminescence
BMPR1B,Naa20,Affinity Capture-Luminescence
BMPR1B,Rasd2,Affinity Capture-Luminescence
BMPR1B,Bcr,Affinity Capture-Luminescence
BMPR1B,Chn1,Affinity Capture-Luminescence
BMPR1B,1700006A11Rik,Affinity Capture-Luminescence
BMPR1B,Usp45,Affinity Capture-Luminescence
BMPR1B,Atg16l1,Affinity Capture-Luminescence
BMPR1B,Fbxw5,Affinity Capture-Luminescence
BMPR1B,Cdk4,Affinity Capture-Luminescence
BMPR1B,Uhmk1,Affinity Capture-Luminescence
BMPR1B,Bmpr2,Affinity Capture-Luminescence
BMPR1B,Stub1,Affinity Capture-Luminescence
BMPR1B,Klhl1,Affinity Capture-Luminescence
BMPR1B,Arhgef6,Affinity Capture-Luminescence
BMPR1B,Ppp2ca,Affinity Capture-Luminescence
BMPR1B,Sh3kbp1,Affinity Capture-Luminescence
BMPR1B,Smad6,Affinity Capture-Luminescence
BMPR1B,Smad7,Affinity Capture-Luminescence
SMURF1,Rhobtb1,Affinity Capture-Luminescence
SMURF1,Arl4d,Affinity Capture-Luminescence
SMURF1,Gng11,Affinity Capture-Luminescence
SMURF1,Rgl3,Affinity Capture-Luminescence
SMURF1,Arhgef1,Affinity Capture-Luminescence
SMURF1,Arhgef11,Affinity Capture-Luminescence
SMURF1,Ubb,Affinity Capture-Luminescence
SMURF1,Rps27a,Affinity Capture-Luminescence
SMURF1,Usp45,Affinity Capture-Luminescence
SMURF1,Fbxo24,Affinity Capture-Luminescence
SMURF1,Sqstm1,Affinity Capture-Luminescence
SMURF1,Tbl2,Affinity Capture-Luminescence
SMURF1,Cdc40,Affinity Capture-Luminescence
SMURF1,Wdr61,Affinity Capture-Luminescence
SMURF1,Pak1ip1,Affinity Capture-Luminescence
SMURF1,Pwp1,Affinity Capture-Luminescence
SMURF1,Rrp9,Affinity Capture-Luminescence
SMURF1,Csnk2a2,Affinity Capture-Luminescence
SMURF1,Cdkl1,Affinity Capture-Luminescence
SMURF1,Uhmk1,Affinity Capture-Luminescence
SMURF1,Irak2,Affinity Capture-Luminescence
SMURF1,Map3k7,Affinity Capture-Luminescence
SMURF1,Anapc5,Affinity Capture-Luminescence
SMURF1,Osbpl3,Affinity Capture-Luminescence
SMURF1,Arhgap15,Affinity Capture-Luminescence
SMURF1,Lhx9,Affinity Capture-Luminescence
SMURF1,Rnf14,Affinity Capture-Luminescence
SMURF1,Rlim,Affinity Capture-Luminescence
SMURF1,Elp3,Affinity Capture-Luminescence
SMURF1,Naa20,Affinity Capture-Luminescence
SMURF1,Ing2,Affinity Capture-Luminescence
SMURF1,Cxxc1,Affinity Capture-Luminescence
SMURF1,Gar1,Affinity Capture-Luminescence
SMURF1,Etv6,Affinity Capture-Luminescence
SMURF1,Srsf5,Affinity Capture-Luminescence
SMURF1,Srsf4,Affinity Capture-Luminescence
SMURF1,Ubtf,Affinity Capture-Luminescence
SMURF1,Aven,Affinity Capture-Luminescence
SMURF1,Ash2l,Affinity Capture-Luminescence
SMURF1,Hdgfrp3,Affinity Capture-Luminescence
SMURF1,Ecsit,Affinity Capture-Luminescence
SMURF1,Rit1,Affinity Capture-Luminescence
SMURF1,Rasd2,Affinity Capture-Luminescence
SMURF1,Inpp5b,Affinity Capture-Luminescence
SMURF1,Arhgef7,Affinity Capture-Luminescence
SMURF1,Sf3a1,Affinity Capture-Luminescence
SMURF1,Fbxo3,Affinity Capture-Luminescence
SMURF1,Cul5,Affinity Capture-Luminescence
SMURF1,Ppp2r2d,Affinity Capture-Luminescence
SMURF1,Tssk5,Affinity Capture-Luminescence
SMURF1,Ripk2,Affinity Capture-Luminescence
SMURF1,Map2k3,Affinity Capture-Luminescence
SMURF1,Wee1,Affinity Capture-Luminescence
SMURF1,Cdk14,Affinity Capture-Luminescence
SMURF1,Stub1,Affinity Capture-Luminescence
SMURF1,Dnajc7,Affinity Capture-Luminescence
SMURF1,Rapsn,Affinity Capture-Luminescence
SMURF1,Lonrf3,Affinity Capture-Luminescence
SMURF1,Zbtb8b,Affinity Capture-Luminescence
SMURF1,Ppp1cb,Affinity Capture-Luminescence
SMURF1,Trim35,Affinity Capture-Luminescence
SMURF1,Rnf141,Affinity Capture-Luminescence
SMURF1,Rnf138,Affinity Capture-Luminescence
SMURF1,Ap2b1,Affinity Capture-Luminescence
SMURF1,Smad3,Affinity Capture-Luminescence
SMURF1,Smad6,Affinity Capture-Luminescence
SMURF1,Smad7,Affinity Capture-Luminescence
SMURF1,Stat1,Affinity Capture-Luminescence
SMURF1,Rhpn2,Affinity Capture-Luminescence
SMURF1,Rtkn,Affinity Capture-Luminescence
SMURF1,Ocln,Affinity Capture-Luminescence
SMURF1,Apbb2,Affinity Capture-Luminescence
SMURF2,Rasd2,Affinity Capture-Luminescence
SMURF2,Arhgef1,Affinity Capture-Luminescence
SMURF2,Nek6,Affinity Capture-Luminescence
SMURF2,Anapc5,Affinity Capture-Luminescence
SMURF2,Rnf14,Affinity Capture-Luminescence
SMURF2,Rnf2,Affinity Capture-Luminescence
SMURF2,Ing2,Affinity Capture-Luminescence
SMURF2,Gar1,Affinity Capture-Luminescence
SMURF2,Smad3,Affinity Capture-Luminescence
SMURF2,Smad6,Affinity Capture-Luminescence
SMURF2,Smad7,Affinity Capture-Luminescence
SMURF2,Stat1,Affinity Capture-Luminescence
SMURF2,Epha1,Affinity Capture-Luminescence
SMURF2,Irf3,Affinity Capture-Luminescence
SMURF2,Srsf4,Affinity Capture-Luminescence
SMURF2,Ash2l,Affinity Capture-Luminescence
SMURF2,Hdgfrp3,Affinity Capture-Luminescence
SMURF2,Nkiras1,Affinity Capture-Luminescence
SMURF2,Rab22a,Affinity Capture-Luminescence
SMURF2,Rab13,Affinity Capture-Luminescence
SMURF2,Rab17,Affinity Capture-Luminescence
SMURF2,Rab14,Affinity Capture-Luminescence
SMURF2,Rhod,Affinity Capture-Luminescence
SMURF2,Nras,Affinity Capture-Luminescence
SMURF2,Rac1,Affinity Capture-Luminescence
SMURF2,Rras2,Affinity Capture-Luminescence
SMURF2,Smap1,Affinity Capture-Luminescence
SMURF2,Gng2,Affinity Capture-Luminescence
SMURF2,Ube2g1,Affinity Capture-Luminescence
SMURF2,Ppid,Affinity Capture-Luminescence
